Submission ID,Respondent ID,Submitted at,Store Name,Kya staff nein price change ke baare mein inform kiya?,"Jaane ke pehle kabhi bhi,
kya customer nein,
item price ya total price ke liye bill check kiya?","Price ke baare mein, 
kya customer nein ek bhi word bola?","Kya kya bola? 
(multiple options select kar sakte hain)","Price ke baare mein, 
kya customer nein bina kuch bole, 
koi bhi reaction diya?","Kya kya reaction diye? 
(multiple options select kar sakte hain)",Bill ka kya hua?,Bill Number (if bill bana) or Patient ID (compulsory if bill nahin bana),Optional sawaal - aapki koi raay ya customer ke koi emotions?
dbxozrD,eqKDBYx,2026-05-18 07:46:30,Goregaon W SV Road,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68503,
q5AqpJY,ja54xQY,2026-05-18 07:58:54,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154165,
aOY1yy9,ja54xQY,2026-05-18 07:59:32,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154166,
PR5NyGe,ja54xQY,2026-05-18 08:03:49,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154167,
kb641ar,PdvE0Ad,2026-05-18 08:06:06,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196597,
6D2Yyxe,PdvE0Ad,2026-05-18 08:07:21,Khar,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196604,
X5W7k8e,PdvE0Ad,2026-05-18 08:08:11,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196601,
o9MZaAx,eqKDBYx,2026-05-18 08:11:46,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68506,
0V6YzOP,PdvE0Ad,2026-05-18 08:16:16,Khar,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196606,
jeQrr2E,eqKDBYx,2026-05-18 08:23:12,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68508,
bZxMRr2,eqKDBYx,2026-05-18 08:26:28,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68509,
EqQGoNq,PdvE0Ad,2026-05-18 08:31:54,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196610,
GedVM0L,PdvE0Ad,2026-05-18 08:53:11,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196611,
4axYWdd,eqKDBYx,2026-05-18 09:10:56,Goregaon W SV Road,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68517,
EqQVzWL,ja54xQY,2026-05-18 09:13:05,Colaba,No,Yes,Yes,Sabhi dawao ka ek ek karke rate pucha,,,No change. Jaisa ban na tha bana.,ZCLBA-154168,
PR5QDz0,PdvE0Ad,2026-05-18 09:28:59,Khar,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",Yes,,No change. Jaisa ban na tha bana.,ZKRWT-196614,Sidha 7 rs se rate badha diya
peBqypZ,PdvE0Ad,2026-05-18 09:35:52,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196615,
Vp57zKg,PdvE0Ad,2026-05-18 09:44:21,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196616,
q5AQVed,ja54xQY,2026-05-18 09:47:32,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154169,
PR5Q665,ja54xQY,2026-05-18 09:54:24,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154170,
YjWBQrq,ja54xQY,2026-05-18 09:54:49,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154171,
o9MNy55,ja54xQY,2026-05-18 09:55:35,Colaba,No,No,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZCLBA-154172,
M1zZA8Y,PdvE0Ad,2026-05-18 09:59:46,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196617,
aOYJBJX,PdvE0Ad,2026-05-18 10:01:13,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196618,
PR5Qrd0,PdvE0Ad,2026-05-18 10:55:23,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196619,
lad2gAp,PdvE0Ad,2026-05-18 11:05:14,Khar,No,Yes,No,,No,,New customer,ZKRWT-196620,
4ax0qMO,PdvE0Ad,2026-05-18 11:12:05,Khar,No,Yes,No,"Hairaan hue (eg ""Arre phir se rate badha diye?"")",No,,No change. Jaisa ban na tha bana.,ZKRWT-196621,
J1AjZ2Y,eqKDBYx,2026-05-18 11:22:37,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68519,
Vp57BM6,eqKDBYx,2026-05-18 11:23:07,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68520,
OQ5qeba,eqKDBYx,2026-05-18 11:23:31,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68521,
Kpl2NRV,eqKDBYx,2026-05-18 11:23:56,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68523,
EqQVrEX,eqKDBYx,2026-05-18 11:24:18,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68524,
NqWN9ZW,eqKDBYx,2026-05-18 11:24:54,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68525,
2jNdg2b,eqKDBYx,2026-05-18 11:25:16,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68526,
J1AjrK7,PdvE0Ad,2026-05-18 11:30:05,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196622,
BEkoyye,PdvE0Ad,2026-05-18 11:53:59,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196623,
7X20yx9,ja54xQY,2026-05-18 11:55:25,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154173,
EqQV2XL,ja54xQY,2026-05-18 11:55:37,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154174,
EqQV21A,PdvE0Ad,2026-05-18 11:55:49,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196624,
J1AjQ7X,ja54xQY,2026-05-18 11:58:22,Colaba,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154175,
EqQVpal,PdvE0Ad,2026-05-18 12:01:11,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196625,
Z96kxqv,PdvE0Ad,2026-05-18 12:02:46,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196626,
RW5epMK,ja54xQY,2026-05-18 12:03:30,Colaba,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154176,
xVabeBo,PdvE0Ad,2026-05-18 12:12:52,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196628,
xVa8rx5,ja54xQY,2026-05-18 12:28:47,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154176,
Kplrz5A,ja54xQY,2026-05-18 12:29:07,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154177,
vXy8rMg,eqKDBYx,2026-05-18 12:32:15,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68531,
ArLMBBk,eqKDBYx,2026-05-18 12:43:13,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68532,
J1AEzpK,PdvE0Ad,2026-05-18 12:46:24,Khar,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZKRWT-196632,
4axlrbk,PdvE0Ad,2026-05-18 12:49:00,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196633,
Vp5W5gg,PdvE0Ad,2026-05-18 12:53:13,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196634,
Vp5WZdg,eqKDBYx,2026-05-18 12:59:37,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68533,
BEkJ101,PdvE0Ad,2026-05-18 13:02:41,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196636,
NqW206j,eqKDBYx,2026-05-18 13:05:13,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68534,
DqdR5Kj,ja54xQY,2026-05-18 13:08:15,Colaba,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?""), Pehle 38 ka tha abhi 41 ka kaise ho gya dermi 5",,,No change. Jaisa ban na tha bana.,ZCLBA-154190,
e5eg7e0,PdvE0Ad,2026-05-18 13:15:35,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196637,
7X27VZL,PdvE0Ad,2026-05-18 13:15:53,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196638,
rDA8dRN,PdvE0Ad,2026-05-18 13:17:24,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196640,
6D26Q5N,eqKDBYx,2026-05-18 13:20:35,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68536,
2jN9bpe,PdvE0Ad,2026-05-18 13:25:01,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196642,
GedOYqL,PdvE0Ad,2026-05-18 13:27:06,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196643,
bZx1N6Z,ja54xQY,2026-05-18 13:27:10,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154187,
rDA82qN,PdvE0Ad,2026-05-18 13:27:30,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196644,
M1zj8Pp,ja54xQY,2026-05-18 13:27:32,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154188,
zED8W41,ja54xQY,2026-05-18 13:27:55,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154190,
bZx1N12,ja54xQY,2026-05-18 13:28:10,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154191,
X5W6zWV,PdvE0Ad,2026-05-18 13:39:57,Khar,No,Yes,Yes,Asked the price of each product,No,,No change. Jaisa ban na tha bana.,ZKRWT-196645,Rechecked the total bill calculating on calculator 
5X1aMeE,ja54xQY,2026-05-18 13:40:53,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154192,
4axlz9Y,eqKDBYx,2026-05-18 13:40:55,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68538,
e5egvJJ,eqKDBYx,2026-05-18 13:42:08,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68539,
vXy8K7l,eqKDBYx,2026-05-18 13:42:38,Goregaon W SV Road,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68540,
OQ5xE9R,PdvE0Ad,2026-05-18 13:45:08,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196647,
aOYpl1b,PdvE0Ad,2026-05-18 13:48:33,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196646,
GedO7Mo,PdvE0Ad,2026-05-18 13:49:02,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196648,
EqQoayo,ja54xQY,2026-05-18 13:49:12,Colaba,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154194,
vXy8gGd,ja54xQY,2026-05-18 13:49:31,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154193,
bZx1g4L,ja54xQY,2026-05-18 13:50:44,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154195,
9NDAx2p,PdvE0Ad,2026-05-18 13:50:54,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196649,
6D269QY,ja54xQY,2026-05-18 13:54:09,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154196,
NqW2y5j,eqKDBYx,2026-05-18 13:56:20,Goregaon W SV Road,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68542,
OQ5x9zR,eqKDBYx,2026-05-18 14:00:27,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68543,
o9M8azX,PdvE0Ad,2026-05-18 14:04:52,Khar,No,Yes,No,"Confirm kiya (eg ""Rate badha hai kya?""), Discount kam kiya hai kya?",No,,No change. Jaisa ban na tha bana.,ZKRWT-196652,
peBYNbB,PdvE0Ad,2026-05-18 14:10:12,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196654,
PR5ZNW5,eqKDBYx,2026-05-18 14:12:32,Goregaon W SV Road,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68545,
6D26Yoo,PdvE0Ad,2026-05-18 14:13:26,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196656,
OQ5xqJK,eqKDBYx,2026-05-18 14:15:03,Goregaon W SV Road,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",No,Hmm bola,No change. Jaisa ban na tha bana.,Zgwsv-68546,
OQ5xMBg,eqKDBYx,2026-05-18 14:22:34,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68548,
peBYpkq,PdvE0Ad,2026-05-18 14:22:58,Khanda Colony,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196658,
8NQblrP,eqKDBYx,2026-05-18 14:26:46,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68550,
xVa8Gdk,PdvE0Ad,2026-05-18 14:37:11,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196661,
aOYpWJW,ja54xQY,2026-05-18 14:39:06,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154195,
Qo5NGl1,eqKDBYx,2026-05-18 14:39:12,Goregaon W SV Road,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?""), Niraash hue (eg ""Kya yaar phir se badha diye"")",,,No change. Jaisa ban na tha bana.,Zgwsv-68553,
aOYpWWX,ja54xQY,2026-05-18 14:39:33,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154198,
jeQ8KO4,ja54xQY,2026-05-18 14:39:48,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154199,
yX98LMB,ja54xQY,2026-05-18 14:40:13,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154120,
vXy8krQ,eqKDBYx,2026-05-18 14:40:17,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68554,
7X27Go6,ja54xQY,2026-05-18 14:41:08,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154121,
lad8Q4k,ja54xQY,2026-05-18 14:41:59,Colaba,No,No,Yes,Discount kiya hai,No,,No change. Jaisa ban na tha bana.,ZCLBA-154122,
RW5qXNK,eqKDBYx,2026-05-18 14:53:40,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68556,
7X2rlD6,PdvE0Ad,2026-05-18 14:55:18,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196660,
RW5yK8K,PdvE0Ad,2026-05-18 14:55:48,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196661,
Dqd62aR,PdvE0Ad,2026-05-18 14:56:15,Khar,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196662,
WJ5V9da,PdvE0Ad,2026-05-18 14:56:35,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196663,
jeQADV9,ja54xQY,2026-05-18 14:57:11,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154202,
vXy5jk4,ja54xQY,2026-05-18 14:57:32,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154203,
8NQ411z,ja54xQY,2026-05-18 14:57:57,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154204,
GedAxzo,PdvE0Ad,2026-05-18 14:58:42,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196664,
4axVaPb,PdvE0Ad,2026-05-18 15:02:49,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196666,
6D2EDM5,eqKDBYx,2026-05-18 15:03:08,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68557,
WJ5VJXk,PdvE0Ad,2026-05-18 15:03:45,Khar,No,Yes,Yes,Price pucha,,,No change. Jaisa ban na tha bana.,ZKRWT-196667,
zED5jBg,eqKDBYx,2026-05-18 15:07:35,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68558,
